coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sun Nov 01 03:55:34 +0000 2020,,https://twitter.com/GoLaurens/status/1322749095170265091/photo/1,https://buff.ly/3mJf1Vw,0,1322749095170265091,,,,en,,false,0,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","DHEC reporting 831 new COVID-19 cases in SC, 6 new cases in Laurens County https://t.co/KqEZqi4clj https://t.co/vQIOJ8m5mc",https://twitter.com/GoLaurens/status/1322749095170265091,Sun Jun 28 04:08:16 +0000 2009,GoLaurens,false,Your source for local news,15,2492,637,25,"Laurens, SC",GoLaurens.com,GoLaurens,36313,,http://www.golaurens.com,false
,Sun Nov 01 03:55:01 +0000 2020,,,https://twitter.com/ColleenHuberNMD/status/1322571164409982976,30,1322748957118894081,,,,en,,false,17,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’ve swabbed “mask sores” and cultured strep b on faces. Pretty dangerous shit. Covid flew right through like a mosquito through a chain linked fence... https://t.co/0Nh0Z763bV,https://twitter.com/RedPilledGibson/status/1322748957118894081,Fri Oct 23 22:28:37 +0000 2020,RedPilledGibson,false,🇺🇸#MAGA🇺🇸 Twitter is run by fascists. Back from expulsion🇺🇸 joined in 2013. I will get my followers back despite you.,630,145,800,0,,Armed To The Teeth Kraken🇺🇸,RedPilledGibson,1110,,,false
,Sun Nov 01 03:55:27 +0000 2020,,,https://twitter.com/brookeyyashleyy/status/1322278538729455617,0,1322749064996413441,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Working a 12 hour shift on a Covid-19 unit in a hospital. https://t.co/JJrNGwor4N,https://twitter.com/kay_zewski092/status/1322749064996413441,Fri Sep 02 01:43:22 +0000 2011,kay_zewski092,false,#GoBirds,29760,694,749,1,"Sussex County, De",Kayla,kay_zewski092,23934,,http://kaykrz.vsco.co,false
,Sun Nov 01 03:55:19 +0000 2020,,,https://twitter.com/darkfox29227365/status/1322718891525632002,1,1322749033434079233,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nar-narr this is the first thing that makes sense,
I have long believed that bald white men are responsible for most ills in the world.
😂🤣😂 https://t.co/ykiig4RxMe",https://twitter.com/darkquasar_/status/1322749033434079233,Fri Jan 24 17:37:09 +0000 2020,darkquasar_,false,,2008,334,166,1,,darkstar68,darkquasar_,6075,,,false
,Sun Nov 01 03:55:00 +0000 2020,,,https://twitter.com/ilyamsrh_/status/1321868812287836161,0,1322748951775174656,,,,en,"Mampang Prapatan, Indonesia",true,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bintan Check!!! https://t.co/5kvU38247g,https://twitter.com/Tyaarmdn/status/1322748951775174656,Wed Aug 22 07:21:59 +0000 2018,Tyaarmdn,false,NEGATIVITY X POSITIVITY,780,50,239,0,Jakarta Capital Region,SYRA,Tyaarmdn,8671,,,false
,Sun Nov 01 03:55:34 +0000 2020,,,,10,1322749096835211264,,,,en,,,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""After Trump finished speaking,MSNBC commentators twice referred to Trump’s speech as“subdued.”Is his health collapsing that badly due to all these rallies while hes still trying to get over coronavirus, or is it just finally hitting him that he’s on track to lose in a few days?""",https://twitter.com/SusanOMalley18/status/1322749096835211264,Fri Mar 27 18:38:57 +0000 2020,SusanOMalley18,false,🧜🌊Mom; Grandma to furrbabies; Sister; Aunt; Matriarch of the family I build/collect. Country over Party. Welcome to my Tribe *NO DMs* #notrumpnokkknofacistusa,81881,3910,5000,6,United States,Susan O'Malley 🐼,SusanOMalley18,51602,,,false
,Sun Nov 01 03:55:12 +0000 2020,COVID19,,https://tinyurl.com/y2j763fk,2,1322749004078219264,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DOH reports 68 new #COVID19 cases statewide, 3 additional deaths, 15 new Big Island cases
https://t.co/jsYPjP8qdw",https://twitter.com/HITribuneHerald/status/1322749004078219264,Thu May 12 23:00:49 +0000 2011,HITribuneHerald,false,Proudly serving Hilo and the Big Island since 1923,6,3619,232,148,"Hawaii, USA",HawaiiTribune-Herald,HITribuneHerald,5597,,http://www.hawaiitribune-herald.com,false
,Sun Nov 01 03:55:15 +0000 2020,,,https://twitter.com/denver_mccomb/status/1322701217592729602,0,1322749015377760257,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amen. https://t.co/k0aiUGzXpz,https://twitter.com/BossyMossy4ever/status/1322749015377760257,Tue Feb 02 18:59:05 +0000 2016,BossyMossy4ever,false,"Island Diva, Political Activist, Ninja in Training, Barbarian....Constitutionalist, ArmyFather, RangerWife, 2A, 1776 Patriot Descendent, Parler@BossyMossy4ever",17604,673,857,0,United States,Ophelia Seldom 🇺🇸🇺🇸,BossyMossy4ever,11764,,,false
,Sun Nov 01 03:55:07 +0000 2020,,,,0,1322748982578368512,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Several international health groups announced that they were planning to secure as many as 100 million additional doses to potential COVID-19 vacc...,https://twitter.com/LazarevaLydia/status/1322748982578368512,Thu May 21 04:52:05 +0000 2020,LazarevaLydia,true,,167,0,23,0,,Lydia Lazareva,LazarevaLydia,199,,,false
,Sun Nov 01 03:55:17 +0000 2020,,,https://twitter.com/OrganicLiveFood/status/1321648619678674945,0,1322749024236195841,LindseyGrahamSC,1320879067424575500,432895323,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@LindseyGrahamSC Big numbers https://t.co/PzIPoXaiTf,https://twitter.com/PetersSharlena/status/1322749024236195841,Sat Feb 01 04:35:43 +0000 2020,PetersSharlena,false,I like to get in good trouble,8,4,65,0,,Sharlena Peters,PetersSharlena,16921,,,false
,Sun Nov 01 03:55:01 +0000 2020,,,http://a.msn.com/01/en-us/BB1ay6j0?ocid=st,0,1322748956200390656,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Democrats call Trump's COVID-19 response 'among the worst failures of leadership in American history' https://t.co/HhIittMfNo,https://twitter.com/vernaschertz/status/1322748956200390656,Mon Aug 03 17:23:18 +0000 2009,vernaschertz,true,,29903,72,591,0,,verna schertz,vernaschertz,91249,,,false
,Sun Nov 01 03:55:00 +0000 2020,lockdown COVID19 travelling airlines tourism holidays airports,,https://mediashotz.co.uk/british-airways-releases-video-showing-covid-measures-for-air-travel/,0,1322748951766839296,,,,en,,false,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","With another #lockdown in the air, we're not sure many will be flying any time soon, even with this wee video from @British_Airways 
#COVID19
#travelling
#airlines #tourism
#holidays #airports 
https://t.co/Cs0MX6LQ1S",https://twitter.com/mjkennington/status/1322748951766839296,Thu May 16 12:35:10 +0000 2013,mjkennington,false,"Writer, business journalist, and author of gay themed 'travely' stories. 🏳️‍🌈",2285,881,822,7,London,Mark Johnson,mjkennington,2873,,http://mybook.to/ChangingTrains,false
,Sun Nov 01 03:55:27 +0000 2020,,,https://twitter.com/OrganicLiveFood/status/1321648619678674945,0,1322749064472047616,LindseyGrahamSC,1322729716940476400,432895323,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@LindseyGrahamSC Big numbers https://t.co/PzIPoXaiTf,https://twitter.com/PetersSharlena/status/1322749064472047616,Sat Feb 01 04:35:43 +0000 2020,PetersSharlena,false,I like to get in good trouble,8,4,65,0,,Sharlena Peters,PetersSharlena,16921,,,false
,Sun Nov 01 03:55:21 +0000 2020,Covid19 COVID19 Bihar CoronavirusPandemic COVID19India coronavirus IndiaFightsCorona StayHome StaySafe,https://twitter.com/pihole_fosser/status/1322749042749820928/photo/1,,0,1322749042749820928,,,,en,,false,0,,,"<a href=""https://pihole.in"" rel=""nofollow"">fosserjo_pihole</a>","#Covid19 bot 
#COVID19 last 5 days stats #Bihar
Confirmed Cases trend
27-Oct - 7
28-Oct - 4
29-Oct - 7
30-Oct - 8
31-Oct - 6
#CoronavirusPandemic #COVID19India #coronavirus #IndiaFightsCorona #StayHome #StaySafe https://t.co/2Yu6UbWDnF",https://twitter.com/pihole_fosser/status/1322749042749820928,Tue May 17 12:53:37 +0000 2016,pihole_fosser,false,"Raspberry Pi bot, Covid 19 India Bot",5,0,5,1,,Fosserjo Pihole,pihole_fosser,27301,,,false
,Sun Nov 01 03:55:32 +0000 2020,,,https://hub.jhu.edu/2020/09/01/comorbidities-and-coronavirus-deaths-cdc/,0,1322749088262164480,terryamann3,1322732175607894000,1067239140,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@terryamann3 @Stanford The best way to answer that question is to show how many *more* people have died than would have died otherwise, right? The term for that is “excess deaths,” and that number (200,000+) has been tallied by public health organizations as well: https://t.co/UMdp9gSjcJ",https://twitter.com/mapgirl61/status/1322749088262164480,Wed Jan 16 19:43:43 +0000 2013,mapgirl61,false,"Proud Military Wife, Mom, MLIScientist, Recovering lawyer. Lousy tweeter. I believe the scientists. #DemocratSavage #resistance #guncontrolnow #FBR #EcoVoter",211260,1389,1611,8,,💙BlueThruAndThru💙,mapgirl61,44166,,,false
,Sun Nov 01 03:55:38 +0000 2020,Covid19 COVID19 Andhra CoronavirusPandemic COVID19India coronavirus IndiaFightsCorona StayHome StaySafe,https://twitter.com/pihole_fosser/status/1322749112886976512/photo/1,,0,1322749112886976512,,,,en,,false,0,,,"<a href=""https://pihole.in"" rel=""nofollow"">fosserjo_pihole</a>","#Covid19 bot 
#COVID19 last 5 days stats #Andhra Pradesh
Confirmed Cases trend
27-Oct - 2901
28-Oct - 2949
29-Oct - 2905
30-Oct - 2886
31-Oct - 2783
#CoronavirusPandemic #COVID19India #coronavirus #IndiaFightsCorona #StayHome #StaySafe https://t.co/kjzCll8y0t",https://twitter.com/pihole_fosser/status/1322749112886976512,Tue May 17 12:53:37 +0000 2016,pihole_fosser,false,"Raspberry Pi bot, Covid 19 India Bot",5,0,5,1,,Fosserjo Pihole,pihole_fosser,27301,,,false
,Sun Nov 01 03:54:59 +0000 2020,RollyPH,,,0,1322748949405446145,maltiq,1322729678226878500,17675829,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@maltiq For once you didn’t speak a lie.  Your president is missing and ineffective, from one disaster to another - taal volcanic eruption, COVID-19 pandemic, corruption by his appointees, dolomite, Chinese construction workers  and now climate change brought Super Typhoon #RollyPH",https://twitter.com/marawheresclara/status/1322748949405446145,Tue Sep 14 12:47:30 +0000 2010,marawheresclara,false,"hugot | BA, JD, LLM* | 'Let me never fall into the vulgar mistake of dreaming that I am persecuted whenever I am contradicted.' - RW Emerson | personal tweets",117834,613,669,10,"National Capital Region, Republic of the Philippines",MTV,marawheresclara,14571,,,false
,Sun Nov 01 03:55:20 +0000 2020,,https://twitter.com/MoodyFred/status/1322749035401211905/video/1,,1,1322749035401211905,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Even Covid-19 can’t stifle kids’ exuberance. https://t.co/dN8flgWYxM,https://twitter.com/MoodyFred/status/1322749035401211905,Sun May 01 16:00:42 +0000 2011,MoodyFred,false,"Editor, Writer, Journalist, Author of various books.",152,268,269,13,Bainbridge Island WA,Fred Moody,MoodyFred,3204,,https://soundcloud.com/fred-moody/fred-final-1-master,false
,Sun Nov 01 03:55:48 +0000 2020,COVID19 TrumpkillsAmericans,,,11,1322749152615452672,funder,1322748330284372000,14247236,en,,,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@funder @realDonaldTrump in your rallies in Pennsylvania today you said #COVID19 was going away. 100,000 new cases of the disease sounds like a surge. Care to reassess? #TrumpkillsAmericans",https://twitter.com/OfailSue/status/1322749152615452672,Sat May 18 13:57:12 +0000 2013,OfailSue,false,Community Organizer.Committed to social justice. Board member & treasurer of the Coalition for Spiritual and Public Leadership. Francophile,19458,182,347,1,Illinois,Sue Ross,OfailSue,6358,,http://www.csplaction.org,false
,Sun Nov 01 03:55:23 +0000 2020,,,https://twitter.com/Goss30Goss/status/1322738022769713154,0,1322749048655413268,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Prayers for you &amp; your buddy 🙏 https://t.co/paV72Odnp7,https://twitter.com/pak38197/status/1322749048655413268,Sun Apr 03 19:39:58 +0000 2016,pak38197,false,Hillary warned us. #Resist & Persist ‘til Don the Con is gone. Twitter limits me at 5K- will FB ASAP.Thx new followers!,160239,3664,4994,8,"Rutland, MA",Patricia Kent,pak38197,92801,,,false
,Sun Nov 01 03:55:43 +0000 2020,,,https://twitter.com/Surgeon_General/status/1322655232086712322,1,1322749132633739264,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Don’t come here crying about that lil nigga, go knock on your Commander and Chiefs door and shed tears to that orange fuck https://t.co/RRuxsHrdzK",https://twitter.com/Zulu_WaRr/status/1322749132633739264,Sat Jan 25 04:08:05 +0000 2020,Zulu_WaRr,false,ZuluSportingAcademy@Outlook.com,704,530,338,1,,⭕️,Zulu_WaRr,39526,,,false
,Sun Nov 01 03:55:20 +0000 2020,,,https://twitter.com/njdotcom/status/1322727638658650114,0,1322749036206710786,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Five groups all night. Some little cocksucker stole the entire bowl after we gave up sitting outside. I hope they have an awful stomachache and I hope their shitty parents get the clap. https://t.co/mY3p2ozhwZ,https://twitter.com/PapaBear231/status/1322749036206710786,Tue Mar 15 21:11:18 +0000 2011,PapaBear231,false,"Neither enemy, nor friend.",4657,250,443,3,"Parts Unknown, USA",Papa BEAR🍻,PapaBear231,13604,,,false
,Sun Nov 01 03:55:26 +0000 2020,,,https://www.cbc.ca/news/politics/trans-mountain-pipeline-oilsands-1.5781073 https://twitter.com/AnnePet90513683/status/1322506757269295104,2,1322749060713951236,,,,en,"Drummond/North Elmsley, Ontario",false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",No never been about a virus Trudeau knew back in DEC. He had 3+ months to ensure COVID19 didn’t arrive in Canada. He waited until the 11th possible hour before REACTING. He says this virus is an unprecedented opportunity. Opportunity? For what? For this? https://t.co/29jeIPfAtQ https://t.co/K5WXlzRE1g,https://twitter.com/tamrobinson1966/status/1322749060713951236,Sat Sep 14 03:45:07 +0000 2013,tamrobinson1966,false,"Animal Lover, Mom & spouse Paralegal, Politically knowledgeable & Opinionated, Follow Me I follow you back  #cdnpoli #onpoli #TrudeauTheDictator",5425,1490,2739,12,"Perth, Ontario",Tammy Robinson,tamrobinson1966,23396,,,false
,Sun Nov 01 03:55:32 +0000 2020,,,https://twitter.com/DrEricDing/status/1322374251966533633,2,1322749086458646541,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are probably, maybe so fucked https://t.co/fjfuF8joas",https://twitter.com/SollySollinger/status/1322749086458646541,Wed Nov 27 16:21:36 +0000 2013,SollySollinger,false,soccer mom. teacher. lawyer. reader. resister #sisterdistrict #DemCast,122565,2698,4987,2,"Evanston, IL",BlahBlahBlah,SollySollinger,43282,,,false
,Sun Nov 01 03:55:18 +0000 2020,,,https://twitter.com/FrankLuntz/status/1322708686494552064,0,1322749028925202432,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I will not live in fear. https://t.co/3As9XeEcTj,https://twitter.com/JkgaddisJulie/status/1322749028925202432,Wed Apr 10 03:25:55 +0000 2013,JkgaddisJulie,false,"Proud Mother of 3, Grandma of 1, Independent, My son served our Country to help preserve our freedoms so you can voice your opinions. #TrumpStrong #MAGA",16293,9920,10915,26,"Anaheim, CA",Julie ⭐️⭐️⭐️,JkgaddisJulie,110105,,,false
,Sun Nov 01 03:55:05 +0000 2020,,,https://twitter.com/thehill/status/1322723290713104386,0,1322748973510283264,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pay attention, MAGATs. This is how your President looks after you. https://t.co/Sj8HufkMTa",https://twitter.com/MiserableAcade1/status/1322748973510283264,Sat Mar 10 15:47:09 +0000 2018,MiserableAcade1,false,Prof at prominent Canadian university. Loves classroom innovations. Is a Dem ally.,4509,378,869,0,,formerly miserable but now very happy academic,MiserableAcade1,7694,,,false
,Sun Nov 01 03:55:10 +0000 2020,,,https://twitter.com/i/events/1322592320273829888,0,1322748996872507392,,,,en,,false,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Stanford study estimates 18 Trump rallies resulted in over 30,000 COVID-19 cases""  https://t.co/DIVSv7bcEW",https://twitter.com/d_cdh952/status/1322748996872507392,Thu Apr 18 22:44:55 +0000 2013,d_cdh952,false,Love & Protect Animals #YR Family Friends Nature. Sorry I curse (a lot) Love of Bees🐝(Typo Queen) #Resist🌊#VOTE Coronovirus NOT Chinavirus Jerk!!!!!,134593,8734,7843,32,,Cheryl,d_cdh952,58363,,,false
,Sun Nov 01 03:54:58 +0000 2020,,,https://www.news.com.au/finance/exodus-from-australian-cities-as-coronavirus-pushes-people-to-the-regions/news-story/09ef690c2847484f7e9777fd1ca5ce43#.42tsa,4,1322748944904933376,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",It’s official. There’s an ‘exodus’ of Australians escaping major cities https://t.co/64RCaAYnxl via @newscomauHQ,https://twitter.com/annie_nonimuss/status/1322748944904933376,Sat Dec 14 23:14:42 +0000 2019,annie_nonimuss,false,"Inquisitive about all things human, the natural world. Not tribal, hate dogma, free thinker. Have no beliefs but firm convictions subject to change.

 


 .",2323,61,192,0,Australia,Annie Nonimuss🌻🇦🇺T🦘🐨⛱⛵🏏🏉🎾,annie_nonimuss,1459,,,false
,Sun Nov 01 03:55:08 +0000 2020,,,https://twitter.com/axbIumenthal/status/1321575825356050433,2,1322748987238096898,MilesGParker,1322748264983285800,1124062318856482800,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MilesGParker @Cigouave @RollingStone Don't hate me, I'm just super-spreading COVID-19 in Bolivia to own the imperialists! 😎
https://t.co/t7LfYRFFRb",https://twitter.com/axbIumenthal/status/1322748987238096898,Thu Apr 04 20:23:27 +0000 2019,axbIumenthal,false,"Russia state-affiliated media. 🤫🤐

Parody of @axblumenthal.",47,491,396,3,Not Russia,"Award-winning ex-journalist, Sid B's top failson",axbIumenthal,7798,,http://thegrayzoneproject.wordpress.com,false
,Sun Nov 01 03:55:08 +0000 2020,,,https://www.vox.com/2020/10/31/21543277/trump-rallies-covid-19-deaths-superspreader-stanford-study-infections?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter,2,1322748986927665154,realDonaldTrump,1322721277875048400,25073877,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realDonaldTrump Study: Trump rallies may be responsible for an estimated 700 Covid-19 deaths https://t.co/8BkgLBsb8X via @voxdotcom,https://twitter.com/tbluvoter/status/1322748986927665154,Fri Apr 03 21:15:14 +0000 2009,tbluvoter,false,The modern conservative is engaged in one of man's oldest exercises in moral philosophy...the search for a superior moral justification for selfishness~JKG 1963,42414,19650,21494,290,💙Planet Earth 🌎,stb-Republicans are why we don't have good things!,tbluvoter,306130,,,false
,Sun Nov 01 03:55:02 +0000 2020,Covid19,,https://twitter.com/JustinTrudeau/status/1322531620080046080,0,1322748961002647553,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We’d love to be able to @JustinTrudeau. But it’s not approved for use in B.C yet. Get on it and improve it for Dr. Henry. #Covid19 https://t.co/c0TkCw7wvm,https://twitter.com/untaptheworld/status/1322748961002647553,Mon Nov 03 07:08:43 +0000 2008,untaptheworld,false,Jason Baker - Travel Photographer & Blogger. Local craft beer enthusiast.,132,4367,3407,402,"Dublin City, Ireland",Jason Baker,untaptheworld,35778,,http://www.untappingtheworld.com/,false
,Sun Nov 01 03:55:01 +0000 2020,,,https://www.latimes.com/science/story/2020-10-31/super-spreading-trump-rallies-led-to-more-than-700-covid-19-deaths-stu,0,1322748958867771392,brianneDMR,1322682484996427800,23348842,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@brianneDMR @CillizzaCNN @DMRegister Super-spreading Trump rallies led to more than 700 COVID-19 deaths, study estimates https://t.co/QXkbAYhxsH",https://twitter.com/KidsNotMarkets/status/1322748958867771392,Tue Mar 10 23:49:29 +0000 2009,KidsNotMarkets,false,Hoping Godot will come. Re-Tweets are not necessarily endorsements.,1390,1285,1496,150,Pasadena Ca,CJ,KidsNotMarkets,179349,,http://page.is/cj,false
,Sun Nov 01 03:55:07 +0000 2020,4IR AI,,https://twitter.com/anonylyzer13/status/1310997531170537472?s=21,0,1322748982313955328,mobile_iot,1322735135628943400,137776122,en,,true,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mobile_iot @smartecocity @AerisM2M The Fourth Industrial Revolution #4IR 

👉 Stakeholder capitalism turns humans into digital commodities

👉Biometric digital ID tied to health status

👉Global Open Air Digital Neo-slavery scheme

👉Poverty Management, NOT Poverty Alleviation! #AI

https://t.co/LCBHZFnzGJ",https://twitter.com/Anonylyzer13/status/1322748982313955328,Fri Nov 04 13:57:24 +0000 2016,Anonylyzer13,false,"""The illegal we do immediately; the unconstitutional takes a little longer."" -Henry A. Kissinger US Secretary of State, Mar 10, 1975 *** https://t.co/ObSUCBSIvR",47165,2736,1897,15,HKG,Starte Firer,Anonylyzer13,69028,,,false
,Sun Nov 01 03:55:25 +0000 2020,,,https://www.foxnews.com/world/coronavirus-lockdown-which-european-countries-easing-restrictions,0,1322749058272923648,TrumpWarRoom,1322746183379521500,1108472017144201200,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@TrumpWarRoom other nations will do the same

just asking about the range of deaths ??

https://t.co/uwLZmQ35hZ",https://twitter.com/HoermanTomas/status/1322749058272923648,Thu Jan 09 09:23:02 +0000 2020,HoermanTomas,false,"if you want a world be changed
- be this change
Mahatma Ghandi.
Kind greetings",3081,30,425,0,,Tomas Hoerman,HoermanTomas,27489,,,false
,Sun Nov 01 03:55:12 +0000 2020,,,,0,1322749001536516096,DailyCaller,1322019295728144400,39308549,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DailyCaller @60Minutes I don't appreciate you trying to call the President a lier about prior to COVID-19 having the best economy in the world, and the laptop of Hunter Biden is it his. The economy is recovering fast.",https://twitter.com/carmen_critz/status/1322749001536516096,Thu Jun 11 15:03:41 +0000 2020,carmen_critz,false,,57,1,18,0,,CARMEN Critz,carmen_critz,44,,,false
,Sun Nov 01 03:55:20 +0000 2020,,,,0,1322749035674042368,realDonaldTrump,1322722433921618000,25073877,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump Shame on you. You are still spreading COVID with your nonsense, delusional rallies. There are more than 30,000 new confirmed coronavirus cases and more than 700 deaths because of your rallies. We all know you don't care about human life but you know, you are thinning your cult.",https://twitter.com/ielillis/status/1322749035674042368,Fri Oct 25 03:57:47 +0000 2013,ielillis,false,"Teacher, animal lover. Love working with little children and helping animals as much as I can. I love my dogs more than some people.",11524,111,354,0,"North Carolina, USA",lillisiz525,ielillis,8643,,,false
,Sun Nov 01 03:55:18 +0000 2020,ADMK corona CoronaVirusUpdates coronavirus tamilnadu admk,,https://splco.me/eng/admk-minister-unsuccessful-in-battling-against-corona-virus-dies/,0,1322749027352481793,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#ADMK Minister unsuccessful in battling against Corona virus dies at 72 - Click to see also ☛  https://t.co/y1sD4r7zdP  #corona #CoronaVirusUpdates #coronavirus #tamilnadu #admk,https://twitter.com/SpecialCorrespo/status/1322749027352481793,Thu Sep 01 04:15:56 +0000 2016,SpecialCorrespo,false,"SPLCO - Special Correspondent 
Splco Stick to Accuracy",14,93,180,3,Worldwide,Splco,SpecialCorrespo,7571,,http://www.splco.me,false
,Sun Nov 01 03:55:38 +0000 2020,,,https://flip.it/Of4coq,0,1322749112614375425,,,,en,"Amityville, NY",false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With Florida a big prize, Biden, Trump slug it out in final, frenzied days of coronavirus-altered election

https://t.co/G7bHrXAmpx",https://twitter.com/honorverity/status/1322749112614375425,Fri Sep 30 15:27:47 +0000 2016,honorverity,false,,13068,270,881,5,"New York, USA",V.W.,honorverity,59683,,,false
,Sun Nov 01 03:55:14 +0000 2020,,,https://www.axios.com/study-trump-campaign-rallies-coronavirus-700-deaths-14914ee5-3aa2-458b-a478-366fc8189ab9.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100,0,1322749012466900992,ScottPresler,1322703935262625800,931286316,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ScottPresler So this is what mass suicide looks like. Not what I expected.

When my dad killed himself because he didn't have healthcare for his brain cancer it was horrifying. This is going to be exponentially worse day after day after day.
https://t.co/Mqa6vLowhW",https://twitter.com/MoogleKittyGirl/status/1322749012466900992,Fri Jan 20 16:18:00 +0000 2012,MoogleKittyGirl,false,CatMom🐱  GamerGeek🎮  ProBook📚   Pro🏳️‍🌈  non-Practicing Atheist🌎  Democrat🌊  Proud🇺🇸 | #GoPack #BlackLivesMatter | PS4 Sims Player,17109,348,447,1,Wisconsin,🎮 PS4 Simmer 🎮,MoogleKittyGirl,52465,,,false
,Sun Nov 01 03:55:24 +0000 2020,auspol,,https://ab.co/3kYCr8U,2,1322749055005462530,,,,en,,false,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Police Comm'r Grant Stevens said... medi-hotels system was nearing capacity, and that more people with the coronavirus were likely to come (to SA) from overseas.
But he was confident the system would continue to keep the South Australians safe(!)""
#auspol
https://t.co/wtJWQO9DOk",https://twitter.com/serehfas/status/1322749055005462530,Sat Jul 07 12:15:03 +0000 2012,serehfas,false,"Resisted to the last...well, almost.",90485,1126,1535,3,,Angie Adamson,serehfas,34025,,,false
